,comments,created_time,from,id,likes,content,shares,type,,,,
227,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-31 03:13:31,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_893541107395918,"{u'paging': {u'cursors': {u'after': u'MTUyOTEyMzg0MDcwNjk1Ng==', u'before': u'NTQ5ODMwOTg4NDc2NjY3'}}, u'data': [{u'id': u'549830988476667', u'name': u'Carito Peña'}, {u'id': u'10207058946891614', u'name': u'Claudia Chiappe'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'783612765064514', u'name': u'Rosa Ferreira'}, {u'id': u'780788552053102', u'name': u'Daniela Medina'}, {u'id': u'1529123840706956', u'name': u'Nelly Briceño Moreno'}], u'summary': {u'total_count': 6}}",Recuerdos  de lo vivido en el día del niño en la región de Atacama Comuna de Copiapo. Gran trabajo  de equipo liderado por su Coordinadora Regional  Solange Solar Arriagada.,{u'count': 1},photo,,,,
228,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-29 21:30:48,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_892851120798250,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NzgwNzg4NTUyMDUzMTAy'}}, u'data': [{u'id': u'780788552053102', u'name': u'Daniela Medina'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 2}}","desde ""tistocomics"" viene esta hermosa invitacion para que todos nos unamos a chilenos con decision para poder ayudar a la gente como se merece, esto va de todo corazon para ustedes desde ""EL SHOW DE LOS CONEJOS"" sigamos creciendo juntos 

https://www.youtube.com/watch?v=js66MpbISlQ

https://www.facebook.com/lokotisto

https://plus.google.com/+TistoComics",{u'count': 94},video,,,,
229,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-28 20:52:32,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_892304704186225,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NTMxMjgxNjE3MDUzMDk3'}}, u'data': [{u'id': u'531281617053097', u'name': u'Elizabeth Armstrong'}, {u'id': u'780788552053102', u'name': u'Daniela Medina'}, {u'id': u'10203786034786146', u'name': u'Diego Ignacio Amenabar Schjolberg'}, {u'id': u'10206489653464214', u'name': u'Jocelyn Carrasco'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 5}}",Agosto el mes del niño nuestra Ong social estuvo en terreno y entregando alegrías a niños y niñas en diferentes  regiones del país.  Gracias a todos quienes hicieron posible  esto.,{u'count': 3},photo,,,,
230,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-28 15:19:54,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_892170970866265,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDY5NjgyMzM1ODMyMDI='}}, u'data': [{u'id': u'10206968233583202', u'name': u'Vargas Clau'}, {u'id': u'783612765064514', u'name': u'Rosa Ferreira'}, {u'id': u'10204062860643633', u'name': u'Juan Antonio Mora Hernandez'}, {u'id': u'10206489653464214', u'name': u'Jocelyn Carrasco'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 5}}",Feliz cumpleaños querida Naldy Espinoza. Que seas muy feliz en este día.  Nuestra Ong valora y agradece todo el apoyo entregado en la linda región de Tarapaca.,{u'count': 1},photo,,,,
231,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-26 01:46:27,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_891016040981758,"{u'paging': {u'cursors': {u'after': u'MzY2MjI0MzEwMjU0NzU4', u'before': u'NjAyNDQ4OTI2NTUxMTc4'}}, u'data': [{u'id': u'602448926551178', u'name': u'Estefania A. Salazar'}, {u'id': u'1096561600360324', u'name': u'Valeska Segovia'}, {u'id': u'10206489653464214', u'name': u'Jocelyn Carrasco'}, {u'id': u'780788552053102', u'name': u'Daniela Medina'}, {u'id': u'10205284967904206', u'name': u'Susy Arenas Llanos'}, {u'id': u'783612765064514', u'name': u'Rosa Ferreira'}, {u'id': u'10208546411635136', u'name': u'Jose Antonio Contreras Morales'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'363048973891085', u'name': u'Monica Fikar'}, {u'id': u'366224310254758', u'name': u'Noelia Jara Cofré'}], u'summary': {u'total_count': 10}}","Ahora en reunión  de equipo Graciela, Nicolas y Christopher. Redactando  proyectos de Charlas Motivacionales de cobertura  Nacional. Ya tenemos los 6 temas de las charlas. #ChilenosconDecisión",{u'count': 1},photo,,,,
233,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-24 00:55:40,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_889807634435932,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDQ0OTAyMDg1NTc4NTE='}}, u'data': [{u'id': u'10204490208557851', u'name': u'Ricardo Requejo'}, {u'id': u'10207355540268841', u'name': u'Roama Espinoza Amigo'}, {u'id': u'363048973891085', u'name': u'Monica Fikar'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 4}}","Compartiendo con las niñas del hogar San Francisco de Regis hoy en Santiago centro junto a los voluntarios, #PlayHouse y #ChilenosconDecisión",{u'count': 2},photo,,,,
234,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-24 00:51:38,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_889805861102776,"{u'paging': {u'cursors': {u'after': u'MTAyMDQxMzQ3MzQ0NjI3NDk=', u'before': u'NzgwNzg4NTUyMDUzMTAy'}}, u'data': [{u'id': u'780788552053102', u'name': u'Daniela Medina'}, {u'id': u'10153162899352135', u'name': u'Guillermo Vargas K'}, {u'id': u'171729266504534', u'name': u'Alejandro Villalobos Medina'}, {u'id': u'10208546411635136', u'name': u'Jose Antonio Contreras Morales'}, {u'id': u'10207355540268841', u'name': u'Roama Espinoza Amigo'}, {u'id': u'363048973891085', u'name': u'Monica Fikar'}, {u'id': u'10207479344522635', u'name': u'Graciela Inzunza Galdames'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10204134734462749', u'name': u'Raul Ignacio'}], u'summary': {u'total_count': 9}}",Día del niño en el Hogar San Francisco de Regis. Linda actividad de cierre del mes del niño. #ChilenosconDecisión,,photo,,,,
235,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-23 21:24:51,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_889744164442279,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDczNTU1NDAyNjg4NDE='}}, u'data': [{u'id': u'10207355540268841', u'name': u'Roama Espinoza Amigo'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 2}}",Ahora en la celebración  del día del niño  en el Hogar de niñas San Francisco de Regis #ChilenosconDecisión #PlayHouse,{u'count': 1},photo,,,,
237,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-21 23:06:25,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_888850387864990,"{u'paging': {u'cursors': {u'after': u'MTAyMDU3ODQzNDI5NDQ5NTI=', u'before': u'NzgzNjEyNzY1MDY0NTE0'}}, u'data': [{u'id': u'783612765064514', u'name': u'Rosa Ferreira'}, {u'id': u'10207355540268841', u'name': u'Roama Espinoza Amigo'}, {u'id': u'10208364739459251', u'name': u'Rose Marie Davila Araya'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10205784342944952', u'name': u'Leonardo Figueroa Carvajal'}], u'summary': {u'total_count': 5}}",Junto al grupo Folclórico PULCHEN en la celebración  del día del niño del hogar  Maruri  en Santiago. Valoramos el apoyo y entrega.,,photo,,,,
238,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-20 15:59:40,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_888225331260829,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}",Feliz cumpleaños te desea nuestra Ong Social a ti Clari Silva. Que seas muy feliz y disfrutes. Gracias por tu aporte en nuestra organización,{u'count': 1},photo,,,,
239,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-18 23:37:30,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_887454201337942,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDc4NDA1MzI3MTk2MDI='}}, u'data': [{u'id': u'10207840532719602', u'name': u'Denisse Cartes'}, {u'id': u'141634799502842', u'name': u'Felipe Eduardo Cordova Freire'}, {u'id': u'10208364739459251', u'name': u'Rose Marie Davila Araya'}, {u'id': u'10206931743435894', u'name': u'Poly Palacius'}, {u'id': u'10207355540268841', u'name': u'Roama Espinoza Amigo'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 6}}","Ahora nuestro presidente en la entrega de los fondos  del 2% del gobierno regional  Metropolitano. Nuestra Ong ha sido beneficiada  en su proyecto ""Santiago Yo Te Quiero Seguro""",{u'count': 3},photo,,,,
240,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-18 04:25:10,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_887120054704690,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}",En su día celebrando  como se lo merecen. #ChilenosconDecisión #DiaDelNiño,,photo,,,,
241,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPVEEzTVRjM09UZzJNRE15TWpNd09qRTBORE15TWpJMk1EQT0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPRFEzT0Rjd09EUXhPVFl5T1RRMU9qRTBNekkyTURZd01EUT0='}}, u'data': [{u'message': u'Que linda labor que cumplen servir a los demas', u'from': {u'name': u'Ximena Araya Arrocet', u'id': u'10206800042869599'}, u'id': u'847660811983948_847870841962945'}, {u'message': u'Q lindo mi bebe', u'from': {u'name': u'Claudio Maguida', u'id': u'1136012829743855'}, u'id': u'847660811983948_848786081871421'}, {u'message': u'Que lindo mi bb gracias chilenos con decision y tia Solange Solar Arriagada gracias x la alluda q nos dieron mil gracias y bendiciones', u'from': {u'name': u'Monica Mesina', u'id': u'1652369651678193'}, u'id': u'847660811983948_848800228536673'}, {u'message': u'de nada', u'from': {u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisi\xf3n', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}, u'id': u'847660811983948_849281561821873'}, {u'message': u'Agradecido por la ayuda bendiciones gracias por todo', u'from': {u'name': u'Claudio Maguida', u'id': u'1136012829743855'}, u'id': u'847660811983948_849282221821807'}, {u'message': u'Grande...los niños estaran felices', u'from': {u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisi\xf3n', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}, u'id': u'847660811983948_882853761797986'}, {u'message': u'Que hermoso labor los felicito chiquillos', u'from': {u'name': u'Katherine Arapio Bustillos', u'id': u'402298586621606'}, u'id': u'847660811983948_883391641744198'}, {u'message': u'Y yo tan lejos para cooperar con mi trabajo', u'from': {u'name': u'Viviana Valero', u'id': u'1147651201928375'}, u'id': u'847660811983948_907177986032230'}], u'summary': {u'total_count': 8, u'order': u'ranked'}}",2015-08-17 02:56:10,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_886636524753043,"{u'paging': {u'cursors': {u'after': u'MTAyMDM0NDI4MzUyNDk5Nzg=', u'before': u'MTAyMDczNTU1NDAyNjg4NDE='}}, u'data': [{u'id': u'10207355540268841', u'name': u'Roama Espinoza Amigo'}, {u'id': u'10203408519565248', u'name': u'Pilar Fred Foster'}, {u'id': u'10152426741672003', u'name': u'Nicolas Ignacio Alarcon Valenzuela'}, {u'id': u'10208621421720966', u'name': u'Marilu Bastias'}, {u'id': u'783612765064514', u'name': u'Rosa Ferreira'}, {u'id': u'10208546411635136', u'name': u'Jose Antonio Contreras Morales'}, {u'id': u'126923034314173', u'name': u'Juana Aguilera'}, {u'id': u'10208455755941089', u'name': u'Hugo Kroos'}, {u'id': u'10154847756315431', u'name': u'Yenny Davila'}, {u'id': u'10205906897297949', u'name': u'Carmen Gloria Oliva Sandoval'}, {u'id': u'10204548777379809', u'name': u'Raúl Rodrigo Araya Ortiz'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10205854620789051', u'name': u'Carmen Gloria Sandoval'}, {u'id': u'10204490208557851', u'name': u'Ricardo Requejo'}, {u'id': u'1529123840706956', u'name': u'Nelly Briceño Moreno'}, {u'id': u'10153148945827006', u'name': u'Clari Silva Soarzo'}, {u'id': u'10205650055310155', u'name': u'Nicole Paulette Narvaez Carmona'}, {u'id': u'10208678966716079', u'name': u'Alejandra Cortes Segovia'}, {u'id': u'1700567696858416', u'name': u'Celia Veronina Mesina Zepeda'}, {u'id': u'10153834872834027', u'name': u'Don Henson'}, {u'id': u'10206800042869599', u'name': u'Ximena Araya Arrocet'}, {u'id': u'1661908084061137', u'name': u'Angelica Vega'}, {u'id': u'1652369651678193', u'name': u'Monica Mesina'}, {u'id': u'846879065362799', u'name': u'Yesenia Alejandra Hernandez Guerra'}, {u'id': u'10204719520645580', u'name': u'Carlos Eduardo Santibañez'}, {u'id': u'10206376927719986', u'name': u'Suzy Soto'}, {u'id': u'770784406387316', u'name': u'Gisella Soto'}, {u'id': u'10153411002738287', u'name': u'Alex Fernando'}, {u'id': u'908146115870046', u'name': u'Hein Svl'}, {u'id': u'1020365944649870', u'name': u'Sole Bahamondes'}, {u'id': u'10203824880643937', u'name': u'Mario Luis Zanabria Calder'}, {u'id': u'927836203903349', u'name': u'Claudia Reyes'}, {u'id': u'783529355036704', u'name': u'Maritza Madriaga'}, {u'id': u'581604495318935', u'name': u'Francisco Gustavo Yáñez Yáñez'}, {u'id': u'10152881385683878', u'name': u'Dominic Saavedra'}, {u'id': u'10204741989858846', u'name': u'Marcia Alejandra Alrringo Paez'}, {u'id': u'10203442835249978', u'name': u'Ernesto Duran'}], u'summary': {u'total_count': 37}}","fiesta del dia del niño en toma vista el valle. aportando con algunos regalos, coordinacion de algodones de azucar y un juego inflable.",{u'count': 4},photo,,,,
242,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-16 02:57:02,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_886107401472622,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}",Así fue nuestra gran celebración del día del niño en el hogar de niños Maruri de independiencia.,{u'count': 1},photo,,,,
244,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-15 23:37:36,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_886044444812251,"{u'paging': {u'cursors': {u'after': u'MTAyMDgzOTYzNzY4NDgyMDA=', u'before': u'MTU5MDY1MDAwNzg5MTA4OQ=='}}, u'data': [{u'id': u'1590650007891089', u'name': u'Angie Del Pilar Galvez'}, {u'id': u'10152664142985929', u'name': u'Soledad Escudero Fuentes'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10208396376848200', u'name': u'Carolina Gutierrez Perez'}], u'summary': {u'total_count': 4}}",hoy invadimos la iglesia de Rancagua para darles un show especial a los niños y celebrarles en su día muchas gracias a todos <3,,photo,,,,
245,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-15 22:19:17,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_886026091480753,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NjQwNTA1MDE5Mzk1MzYy'}}, u'data': [{u'id': u'640505019395362', u'name': u'Coni Coloma'}, {u'id': u'1487860584846945', u'name': u'Emma Muñoz'}, {u'id': u'1561186597534154', u'name': u'Sandra Isabel De Bustos'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 4}}",Nuestro equipo Social de #ChilenosconDecisión o'higgins en terreno celebrando  el día del niño. Gracias a su Coordinadora  regional Yolanda Leon por el gran equipo humano  formado.,{u'count': 2},photo,,,,
246,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-15 19:47:50,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_885976134819082,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAxNTQxOTIxNDM4NTcwODA='}}, u'data': [{u'id': u'10154192143857080', u'name': u'Carla Yañez'}, {u'id': u'1529123840706956', u'name': u'Nelly Briceño Moreno'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 3}}",Ahora en la celebración  del #DiaDelNiño en la Región del Libertador Bernardo o'higgins en la Comuna de Rancagua. #ChilenosconDecisión del  Libertador Bernardo o'higgins gran actividad de equipo junto a la gente.,{u'count': 2},photo,,,,
247,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-15 15:32:30,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_885894838160545,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MzU1NDU1NTg3OTc5OTY5'}}, u'data': [{u'id': u'355455587979969', u'name': u'Elsa Fabiola'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 2}}",Ahora en la celebración del día del niño en el Hogar Maruri de la comuna de Independencia. #ChilenosconDecisión # Play House #DiaDelNiño,{u'count': 1},photo,,,,
248,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-15 03:21:39,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_885687894847906,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTU4NDUxMDMzMTc2MTE2OQ=='}}, u'data': [{u'id': u'1584510331761169', u'name': u'Taby Canales Hidalgo'}, {u'id': u'10204490208557851', u'name': u'Ricardo Requejo'}, {u'id': u'1004743042938339', u'name': u'Ema Valenzuela'}, {u'id': u'10208598506500398', u'name': u'Carolina Cayuqueo Rojas'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 5}}",En la preparación de las actividades con el aporte y cooperación  de todos los voluntarios  y personas que creen en la obra social de nuestra ONG #ChilenosconDecisión #DiaDelNiño,{u'count': 1},photo,,,,
249,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPRGcxTmpNeE56TXhOVEl3TVRnNU9qRTBNemsxT1RnMU5UQT0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPRGcxTmpNeE56TXhOVEl3TVRnNU9qRTBNemsxT1RnMU5UQT0='}}, u'data': [{u'message': u'Así es  CM Animaciones muchas gracias  por el gran aporte :)', u'from': {u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisi\xf3n', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}, u'id': u'885576418192387_885631731520189'}], u'summary': {u'total_count': 2, u'order': u'ranked'}}",2015-08-14 21:47:15,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_885576418192387,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}",Estamos a horas de iniciar una gran jornada de amor y cariño para nuestros niños. Te invitamos  a ser parte. #ChilenosconDecisión,{u'count': 3},photo,,,,
251,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-13 11:17:46,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_884915611591801,"{u'paging': {u'cursors': {u'after': u'MTAyMDU5MDY4OTcyOTc5NDk=', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10205906897297949', u'name': u'Carmen Gloria Oliva Sandoval'}], u'summary': {u'total_count': 2}}",Urgente! Personas  que vivan en la región de antofagasta  y quieran postular fondos  del gobierno regional de Antofagasta. Dejar mensaje interno. Gracias.,{u'count': 1},status,,,,
253,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-12 01:06:05,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_884286561654706,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NzU4NzE2MzA3NTI3NzQx'}}, u'data': [{u'id': u'758716307527741', u'name': u'Marianela Cofre Agurto'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 2}}",Valoramos el aporte de nuestros voluntarios que frente a cada llamado de ayuda están presentes aportando. Gracias por la confianza :) #ChilenosconDecisión,{u'count': 1},photo,,,,
255,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-10 18:54:21,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_883646195052076,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDY1NzgwMTA0NzI1ODQ='}}, u'data': [{u'id': u'10206578010472584', u'name': u'Viti Cristina Miranda Zuñiga'}, {u'id': u'267276836816628', u'name': u'Karol Michelle Canales'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 3}}","Aun nos quedan tres actividades del día del niño de nuestra ONG Social  #ChilenosconDecisión  necesitamos  dulces, bebidas y cositas para picar (sufles, papilas,  ramitas  y galletas) ayúdanos!  Contamos  contigo.",{u'count': 4},photo,,,,
256,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-10 02:24:58,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_883347948415234,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NzgwNzg4NTUyMDUzMTAy'}}, u'data': [{u'id': u'780788552053102', u'name': u'Daniela Medina'}, {u'id': u'987741374642405', u'name': u'Margarita Guzmán Cantillana'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 3}}","Ya comenzamos el proceso de postulacion  al donde de seguridad del Gobierno  regional de O'higgins. Son nuestros 10 amigos de JJVV de la Comuna de Graneros:

JJVV VILLA MONASTERIO
JJVV  N°4 URBANA EL PROGRESO
JJVV 1 LA PLAZA
JJVV VILLA LOS POETAS RURAL N° 7
JJVV EL BOSQUE
JJVV VILLA ALEJANDRO GOIC
JJVV N°4 RURAL VILLA LA COMPAÑÍA
JJVV N°4  URBANA CHIPRODAL
JJVV INTEGRACION Y PROGRESO
JJVV VILLA EL MANZANAL",{u'count': 1},photo,,,,
