,Unnamed: 0,comments,created_time,from,id,likes,content,shares,type,Unnamed: 9,polarity
510,531,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-19 14:00:02,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_491829267529746,"{u'paging': {u'cursors': {u'after': u'MTAyMDQ1NDA4MjU5NDAxNTU=', u'before': u'MTAyMDMzODk5MzY4NTA1NzM='}}, u'data': [{u'id': u'10203389936850573', u'name': u'Rodrigo Antonio Rg'}, {u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10204540825940155', u'name': u'Elita Reyes'}], u'summary': {u'total_count': 3}}","Bororo, Benmayor, Dittborn, son algunos de los artistas que crearón la obra  “nuestro paisaje, mi paisaje”. Vengan a conocerla  en nuestro Espacio ArteAbierto, Apoquindo 3457, Las Condes.",,photo,,1
511,532,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-18 16:20:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_491375824241757,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0MzA2NjA4OTUxNzA=', u'before': u'MTAxNTMyNDY0NjU2NjU3ODQ='}}, u'data': [{u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}], u'summary': {u'total_count': 2}}","En estas vacaciones podrán  disfrutar de la exposición “En Blanco”, que contiene la selección de 25 obras de distintos formato y materialidades de artistas de la talla de Balmes, Patricia Israel, Rodolfo Opazo, Valentina Cruz, entre otros.  

Esta muestra se presentará en el Mavi hasta el 24 de Febrero.",,photo,,1
512,533,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-18 14:15:13,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_491341567578516,"{u'paging': {u'cursors': {u'after': u'MTAyMDc4NTIxMjc2MDA1Mjc=', u'before': u'MTAxNTMyNDY0NjU2NjU3ODQ='}}, u'data': [{u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10207852127600527', u'name': u'Karo Mariel Molina'}], u'summary': {u'total_count': 2}}","Un día como hoy en 1564, murió el gran artista italiano Michelangelo Buonarroti. Arquitecto, escultor, pintor, considerado como uno de los más grandes artistas de la historia por sus obras como David,  sus pinturas en la Capilla Sixtina, Baco, La Piedad entre tantas otras.",{u'count': 1},photo,,1
513,534,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-17 22:00:02,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_491089827603690,"{u'paging': {u'cursors': {u'after': u'MjQ0MzMxNDIyMjc5NTMz', u'before': u'MTAxNTMyNDY0NjU2NjU3ODQ='}}, u'data': [{u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}, {u'id': u'244331422279533', u'name': u'Fundación Itaú Chile'}], u'summary': {u'total_count': 3}}","¡Revive Cine Chileno 2012!

Como todos los años, la Cineteca Nacional del Centro Cultural La Moneda presentará una completa revisión del cine chileno. 

Durante este mes se exhibirá  “El año del tigre”, “La noche de enfrente”, “Mi último round”, entre otras.

Revisa la programación en  http://www.ccplm.cl/sitio/2013/destacados-miradas-al-cine-chileno-2012/",,photo,,1
514,535,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-17 15:00:02,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_490955407617132,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0MzA2NjA4OTUxNzA=', u'before': u'MTAyMDgwNzc2MzA3NTY2OTU='}}, u'data': [{u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}], u'summary': {u'total_count': 3}}","Si se encuentran en Valdivia,  les recomendamos la muestra “Ser Humano” de la artista Pilar Ovalle en el MAC. 

Esta exhibición reúne el trabajo de diversas técnicas, procesos  y materiales realizados con pino, raulí, mañio y coihue. 

La artista corta y ensambla la madera erigiendo figuras antropomorfas que reflejan la existencia, el ser, así como también  el transcurso  de la vida a la muerte.",,photo,,1
515,536,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZORGt3TnpBeE5EQTBNekE1TVRrNU9qRTBPVE0zT0RJPQ==', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZORGt3TnpBeE5EQTBNekE1TVRrNU9qRTBPVE0zT0RJPQ=='}}, u'data': [{u'message': u'se cambio al arena santiago', u'from': {u'name': u'Gersom Rodriguez', u'id': u'10152163515858193'}, u'id': u'490611017651571_1493782'}], u'summary': {u'total_count': 1, u'order': u'chronological'}}",2013-02-16 22:20:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_490698104309529,"{u'paging': {u'cursors': {u'after': u'MTAyMDY1Mzc0Mjk1MzU1MDM=', u'before': u'MTAyMDgwNzc2MzA3NTY2OTU='}}, u'data': [{u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10206537429535503', u'name': u'Alejandra Consuelo Saa Escobar'}], u'summary': {u'total_count': 2}}","¡El Funk está de fiesta!

Mañana a las 16hrs., el Estadio Bicentenario de la Florida abre sus puertas para disfrutar de “Color Night  Lights”, que por 1° vez reúne a tres grandes de este género, como son: Jamiroquai, Kool &The Gang y Los Amigos Invisibles.

Entradas disponibles a través del sistema puntoticket (www.puntoticket.com)",,photo,,1
516,537,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-16 16:39:54,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_490609310985075,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0MzA2NjA4OTUxNzA=', u'before': u'MTAyMDgwNzc2MzA3NTY2OTU='}}, u'data': [{u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}], u'summary': {u'total_count': 2}}","Hoy a las 20 hrs. debuta en el Teatro del Lago en Frutillar la gran soprano chilena Cristina Gallardo-Domâs. 

La cantante presentará obras de los españoles Antonio Granados, Xavier de Montsalvatge y Juan Durán. La segunda parte del programa estará dedicado a la ópera.
¡No dejen pasar la oportunidad de ver a una de las  sopranos chilenas más importantes de la historia lírica de nuestro país!",,photo,,1
517,538,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-13 21:00:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_489363187776354,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0MzA2NjA4OTUxNzA=', u'before': u'MTAxNTMyNDY0NjU2NjU3ODQ='}}, u'data': [{u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}], u'summary': {u'total_count': 2}}","Si se encuentran en la región de Los Lagos no pueden dejar de ir al 2° Salón de Arte Sur Austral -Surmundo -,  donde exhiben 37 obras de destacados artistas de la región, en la Casa de Arte Diego Rivera en Puerto Montt.

Abierto al público hasta el 23 de febrero.",,photo,,0
518,539,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-13 16:20:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_489281587784514,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0MzA2NjA4OTUxNzA=', u'before': u'MTAxNTMyNDY0NjU2NjU3ODQ='}}, u'data': [{u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}], u'summary': {u'total_count': 2}}","Este miércoles a las 20 hrs. se desarrollará un Taller de Fotografía Digital en la ciudad de Iquique, que busca entregar conocimientos  teóricos y prácticos para obtener fotografías de gran nivel. 

Más información en http://blog.akanakreaciones.com/talleres/fotografia-taller-2013-iquique",,photo,,1
519,540,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-13 14:00:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_164089827072910,"{u'paging': {u'cursors': {u'after': u'MTAyMDgwNzc2MzA3NTY2OTU=', u'before': u'MTAxNTMyNDY0NjU2NjU3ODQ='}}, u'data': [{u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}, {u'id': u'10208077630756695', u'name': u'Jaime Uribe'}], u'summary': {u'total_count': 3}}","Si quieren conocer  el programa cultural de Fundación Itaú para este semestre, sólo tienen que ingresar a nuestra nueva página web www.fundacionitau.cl",{u'count': 1},link,,1
520,541,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-12 21:00:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_488955311150475,"{u'paging': {u'cursors': {u'after': u'MTAyMDM0MjA2NjU2NTU2NzI=', u'before': u'Njc4NzI2MTI1NTcyNzU3'}}, u'data': [{u'id': u'678726125572757', u'name': u'Judith Gomezharder'}, {u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}, {u'id': u'10203420665655672', u'name': u'Stephanie Karol Figueroa Acevedo'}], u'summary': {u'total_count': 5}}","¡Felicitaciones a la compañía de jóvenes chilenos  Re- Sentida, que se presentó por primera vez con un éxito rotundo en Bruselas, Bélgica con su obra “Tratando de hacer una obra que cambie el mundo”",,photo,,1
521,542,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-12 16:20:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_488845037828169,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0MzA2NjA4OTUxNzA=', u'before': u'MTAyMDgwNzc2MzA3NTY2OTU='}}, u'data': [{u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'474139366053187', u'name': u'Caty Soledad Acevedo Donoso'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}], u'summary': {u'total_count': 4}}","¡Vuelve al pasado en la estación de Metro Santa Lucía! En esta estación podrán disfrutar  de la exposición  “Salitre: el Oro Blanco de Chile traspasa las fronteras”, que cuenta con más de 20 afiches de los años 30 y 40, que fueron distribuidos por Italia, Estados Unidos, Alemania, Turquía, entre otros como medio de promoción del uso del salitre.",,photo,,0
522,543,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-12 14:20:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_488810677831605,"{u'paging': {u'cursors': {u'after': u'MTAxNTMyNDY0NjU2NjU3ODQ=', u'before': u'MTAyMDgwNzc2MzA3NTY2OTU='}}, u'data': [{u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}, {u'id': u'10205590735027253', u'name': u'Bárbara Fernández Cárdenas'}, {u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}], u'summary': {u'total_count': 4}}","Aprovecha la última semana de La Feria del Libro Usado, en el Campus Santo Domingo de la Universidad Mayor (Santo Domingo 711), donde podrás encontrar más de 60 expositores presentando sus libros, revistas y colecciones.",,photo,,0
523,544,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-11 21:00:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_488555651190441,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0MzA2NjA4OTUxNzA=', u'before': u'MTAyMDY5NTUxMDk4MTA5MzA='}}, u'data': [{u'id': u'10206955109810930', u'name': u'Bernardo Espinoza C.'}, {u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}], u'summary': {u'total_count': 4}}","“El Juicio Final” de Cornelis de Vos realizada en 1620 con la colaboración de Rubens, es una de las obras que podrás ver en “Del Culto al Salón” que se presenta por estos días en la Pinacoteca de Concepción,  gracias a Fundación Itaú y MNBA. 

Sí quieren saber más sobre la exposición http://www.fundacionitau.cl/cultura/artes-visuales/gira-del-salon-al-culto/",,photo,,1
524,545,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-11 16:20:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_488474091198597,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0MzA2NjA4OTUxNzA=', u'before': u'MTAyMDgwNzc2MzA3NTY2OTU='}}, u'data': [{u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}], u'summary': {u'total_count': 3}}","No se pierdan los últimos días de le exposición  “Artes y Cartes: 50 años en la pintura de Eduardo Cartes Palacio”, que se presenta hasta el 15 de febrero en el Hotel Casino Dreams de Puerto Varas, realizando un recorrido de su trayectoria de medio siglo.",,photo,,1
525,546,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-11 15:15:09,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_488453304534009,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0MzA2NjA4OTUxNzA=', u'before': u'MTAyMDgwNzc2MzA3NTY2OTU='}}, u'data': [{u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}], u'summary': {u'total_count': 3}}","Si eres un amante de los libros, visita la 28° Feria del Libro de la Serena, la cual reúne  los mejores libros de las principales casa editoriales en la plaza Gabriel González Videla.",,photo,,1
526,547,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-11 00:00:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_488208921225114,"{u'paging': {u'cursors': {u'after': u'Njc4NzI2MTI1NTcyNzU3', u'before': u'MTAyMDgwNzc2MzA3NTY2OTU='}}, u'data': [{u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'678726125572757', u'name': u'Judith Gomezharder'}], u'summary': {u'total_count': 3}}","El trabajo del artista chileno Iván Navarro es protagonista de la exposición  “Light Show” que se inauguró el pasado 30 de enero  en la galería Hayward de Inglaterra. 
En su obra, la luz es concebida como el material para fabricar obras de arte. Una de las obras que presenta Navarro es “Burden (Lotte World Tower)”  

¡Un me gusta por el arte chileno!",,photo,,1
527,548,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-10 20:00:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_488135964565743,"{u'paging': {u'cursors': {u'after': u'MTAxNTMyNDY0NjU2NjU3ODQ=', u'before': u'MTAyMDgwNzc2MzA3NTY2OTU='}}, u'data': [{u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}], u'summary': {u'total_count': 2}}",¡Este verano el flamenco vuelve a Frutillar! Esta noche a las 20 hrs. podrán  disfrutar de un gran espectáculo de baile flamenco de los bailarines argentinos Alicia Fiuri y Néstor Spada en el Teatro Los Lagos.,,photo,,1
528,549,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZORGc0TXpVNE1qUXhNakV3TVRneU9qRTBPREk1TURJPQ==', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZORGc0TURjeU16UXhNak00TnpjeU9qRTBPREUyTXpBPQ=='}}, u'data': [{u'message': u'El huaso y la lavandera', u'from': {u'name': u'Javiera Cisternas Allende', u'id': u'10153189805683816'}, u'id': u'488003347912338_1481630'}, {u'message': u'si, ese es su nombre El Huaso y la lavandera .que nombre mas original yo le pondría el caballo, el huaso y la lavandera jajajajajajaja', u'from': {u'name': u'Guillermo Silva Aislaciontotal', u'id': u'470112166470298'}, u'id': u'488003347912338_1481664'}, {u'message': u'Pero como no se nombro al caballo es discriminación hacia los animales ,ahora como se le nombra es explotación animal  y como el huaso tiene espuelas es maltrato animal , jajajajajajajajajajajajajajajajaja.', u'from': {u'name': u'Guillermo Silva Aislaciontotal', u'id': u'470112166470298'}, u'id': u'488003347912338_1481673'}, {u'message': u'Mejor saquen al caballo jajajajajajajaja', u'from': {u'name': u'Guillermo Silva Aislaciontotal', u'id': u'470112166470298'}, u'id': u'488003347912338_1481675'}, {u'message': u'EL HUASO Y LA LAVANDERA, la pintura favorita de mi abuela.', u'from': {u'name': u'Fabiola Moragrega', u'id': u'10205694153055887'}, u'id': u'488003347912338_1482902'}], u'summary': {u'total_count': 5, u'order': u'chronological'}}",2013-02-10 17:20:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_488071687905504,"{u'paging': {u'cursors': {u'after': u'MTAyMDMzODk5MzY4NTA1NzM=', u'before': u'MTAxNTMyNDY0NjU2NjU3ODQ='}}, u'data': [{u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10203389936850573', u'name': u'Rodrigo Antonio Rg'}], u'summary': {u'total_count': 2}}",¿Saben cómo se llama esta obra realizada por el artista alemán Mauricio Rugendas el cual retrata la escena popular chilena?,,photo,,0
529,550,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-09 22:00:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_487721894607150,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0MzA2NjA4OTUxNzA=', u'before': u'MTAxNTMyNDY0NjU2NjU3ODQ='}}, u'data': [{u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'474139366053187', u'name': u'Caty Soledad Acevedo Donoso'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}], u'summary': {u'total_count': 3}}","¡Ahora puedes ser parte de la obra de arte “Huellas y Dialogo” de la artista finlandesa Kaarina Kaikkonen!  

Hasta el  21 de febrero te podrás sumar a esta acción de arte colectivo, entregando chaquetas  de hombre o camisas y blusas blancas, y ser parte de las instalaciones que la artista montará en marzo en el Museo de la Memoria y en el MNBA. 

Lugar de recepción: Museo de la Memoria y Los Derechos Humanos- Matucana 501",,photo,,0
530,551,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZORGczTmpRek9UWTBOakUwT1RRek9qRTBOems0TkRnPQ==', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZORGczTmpRek9UWTBOakUwT1RRek9qRTBOems0TkRnPQ=='}}, u'data': [{u'message': u'pero podríamos tener mas estaciones o lugares a si', u'from': {u'name': u'Ignacio Ortiz', u'id': u'10207264289231297'}, u'id': u'486929284686411_1479848'}], u'summary': {u'total_count': 1, u'order': u'chronological'}}",2013-02-09 17:20:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_487642047948468,"{u'paging': {u'cursors': {u'after': u'NTM2MDA1Mzc2NTU1NjEx', u'before': u'OTE5NzY2MDc4MTM4MzEy'}}, u'data': [{u'id': u'919766078138312', u'name': u'Andrea Rocha'}, {u'id': u'802904699772546', u'name': u'Penélope Cifuentes'}, {u'id': u'678726125572757', u'name': u'Judith Gomezharder'}, {u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10207276499253023', u'name': u'Monica Eugenia Rebolledo Morales'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}, {u'id': u'10152466909567498', u'name': u'Josefina Tocornal'}, {u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10153829086923545', u'name': u'Macarena Ross'}, {u'id': u'10152725042997212', u'name': u'Ximena Silva Cortés'}, {u'id': u'10154043505120697', u'name': u'Hugo Erazo Venegas'}, {u'id': u'824692700897330', u'name': u'Beatrice DWolf'}, {u'id': u'10203389936850573', u'name': u'Rodrigo Antonio Rg'}, {u'id': u'393333767480415', u'name': u'Pía Iturrieta Casanova'}, {u'id': u'10206495150915827', u'name': u'Zelda Barnes Stark'}, {u'id': u'10152904345471698', u'name': u'Macarena Aguilar Navarro'}, {u'id': u'10201851048386357', u'name': u'Gastón Méndez Leiva'}, {u'id': u'10205435751877703', u'name': u'Mouryn Sepúlveda'}, {u'id': u'10204699383785859', u'name': u'Claudia Dubó Bahamondes'}, {u'id': u'10206537429535503', u'name': u'Alejandra Consuelo Saa Escobar'}, {u'id': u'402594733226201', u'name': u'Patricio Alfonso Núñez Miranda'}, {u'id': u'10152626886884204', u'name': u'Tamara Zurita Olea'}, {u'id': u'536005376555611', u'name': u'Barbara Peralta Calderón'}], u'summary': {u'total_count': 23}}",¿Sabías que… la estación de metro Universidad de Chile es considerada como la 10 ° estación más artística del mundo y la única en Latinoamérica según la prestigiosa guía de viajes Lonely Planet?,{u'count': 2},photo,,0
531,552,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-09 15:00:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_160598507425351,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0MzA2NjA4OTUxNzA=', u'before': u'MTAxNTMyNDY0NjU2NjU3ODQ='}}, u'data': [{u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}], u'summary': {u'total_count': 3}}","Este fin de semana podrán ver la obra de teatro “Mala Clase”, que plantea los problemas de la educación chilena, dirigida por Luis Barrales, la cual se presentará en el GAM a las 21 hrs. 

Revisa el trailer aquí http://www.youtube.com/watch?feature=player_embedded&v=7VHTN1-QwGY",,video,,1
532,553,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-08 21:00:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_487189934660346,"{u'paging': {u'cursors': {u'after': u'MTAyMDgwNzc2MzA3NTY2OTU=', u'before': u'MTAxNTMyNDY0NjU2NjU3ODQ='}}, u'data': [{u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10208077630756695', u'name': u'Jaime Uribe'}], u'summary': {u'total_count': 2}}","Este  fin de semana  podrán disfrutar de la danza contemporánea en la obra “El niño y el aviador”, un montaje de proyecciones, acrobacias aéreas y coreografías que se presenta en el GAM a las 17 hrs.",,photo,,1
533,554,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2013-02-08 16:30:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_487075854671754,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0MzA2NjA4OTUxNzA=', u'before': u'MTAxNTMyNDY0NjU2NjU3ODQ='}}, u'data': [{u'id': u'10153246465665784', u'name': u'Antonella Castiglione'}, {u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10203389936850573', u'name': u'Rodrigo Antonio Rg'}, {u'id': u'10153430660895170', u'name': u'Sebastian Uribe'}], u'summary': {u'total_count': 4}}","Si les interesa el arte latinoamericano del siglo XX, no pueden dejar de asistir a la exposición “Colores de América”  que presenta ArteQuín Concepción. 

La muestra contiene reproducciones de 21 obras de grandes artistas de nuestro continente, generando una percepción de los orígenes e influencias del arte de esta época.",,photo,,1
