,A,date,C,D,content,,
673,"6,32236780264235E+017",2015-08-14 17:06:09,0,7,RT @CPPCornejo: @Hdecristo todos con la Colecta de Rostros Nuevos en Concepción http://t.co/gRCes6yIfn,,
674,"6,32213092529783E+017",2015-08-14 15:32:01,0,9,RT @rostrosnuevos: HOY con tu aporte le cambiamos la cara a la DisCapacidad Mental #ColectaRostrosNuevos http://t.co/gfJ30cV7bR,,
675,"6,32211858053837E+017",2015-08-14 15:27:07,0,4,RT @superarpobreza: Ayúdanos a cambiarle la cara a la DisCapacidad Mental :) #RostrosNuevos Viernes 14 Colecta Nacional http://t.co/OJexKUU…,,
676,"6,32211773509267E+017",2015-08-14 15:26:47,0,4,"RT @RadioUniverso: Para hablar de la Colecta Nacional de la Fundación Rostros Nuevos, en #ElPulso conversamos con su directora ejecutiva, M…",,
677,"6,32197159643914E+017",2015-08-14 14:28:43,0,10,"RT @pwalkersj: Estos somos, los de verde porfiado. Cambiemos juntos el rostro de la dís-capacidad. Colecta Rostros Nuevos http://t.co/UDk59…",,
678,"6,32189294531248E+017",2015-08-14 13:57:27,0,2,RT @acciona_ruta160: Voluntarios de fundación @Hdecristo realizan colecta en nuestras plazas de peaje de Curanilahue y Pilpilco. @biobio ht…,,
679,"6,32181344295092E+017",2015-08-14 13:25:52,0,4,RT @KARENBEJARANOTV: Conoce estas historias y ayúdanos a darle un final feliz http://t.co/xFZGJ8QeZ9  #RostrosNuevos @Hdecristo ❤️,,
680,"6,32181229060755E+017",2015-08-14 13:25:25,0,16,RT @dsocial_VIII: Ayudemos a cambiarle la cara a la discapacidad mental... Colecta Nacional #RostrosNuevos http://t.co/yWnEWybeK3,,
681,"6,32168642646549E+017",2015-08-14 12:35:24,0,1,RT @purrutia_: Todos motivados saliendo a colecta #RostrosNuevos Araucania @Hdecristo http://t.co/8hUyMrjNIB,,
682,"6,32161652092355E+017",2015-08-14 12:07:37,3,5,Voluntarios de Fundación @rostrosnuevos desde temprano recorren las calles del país #ColectaRostrosNuevos http://t.co/zz57J6E8Qu,,
683,"6,32160356316619E+017",2015-08-14 12:02:28,0,9,RT @cseebach: Ayúdanos a cambiarle la cara a la DisCapacidad Mental :) #RostrosNuevos Hoy viernes 14 Colecta Nacional @rostrosnuevos,,
684,"6,32160251823976E+017",2015-08-14 12:02:03,0,9,RT @CG_ARROYO: Ayúdanos a cambiarle la cara a la DisCapacidad Mental :) #RostrosNuevos ¡Entra aquí: http://t.co/lYIfoHcM8g… y comparte este…,,
685,"6,32160035674657E+017",2015-08-14 12:01:12,0,6,"RT @pwalkersj: Mamá, profe, esposo, catequista, actor, vecino, dirigente...mucho más q ""dís-capacitado"" Rostros Nuevos...el otro rostro de …",,
686,"6,32158311811547E+017",2015-08-14 11:54:21,0,2,RT @PauRodriguezA: @Hdecristo @rostrosnuevos Todo el éxito en la colecta digital de nuestros amigos! Será un éxito!  #Colecta  #Chile http:…,,
687,"6,31971220410516E+017",2015-08-13 23:30:55,1,8,No permitas q los prejuicios no te dejen ver sus Capacidades ¡Entra aquí: http://t.co/pwBgDnz4an #RostrosNuevos http://t.co/ZtVfYUtVBA,,
688,"6,31970866235068E+017",2015-08-13 23:29:30,0,9,"RT @IvanValenzuelaU: Ayúdanos a brindarle espacios a sus capacidades, únete a la #ColectaDigital de #RostrosNuevos aquí http://t.co/XMgzEvX…",,
689,"6,31970834219934E+017",2015-08-13 23:29:22,0,8,"RT @verfranco: Ayúdanos a brindarle espacios a sus capacidades, únete a la #ColectaDigital de #RostrosNuevos aquí http://t.co/SqzC9sm4Wr",,
690,"6,31969446198948E+017",2015-08-13 23:23:52,0,10,RT @TECHOChile: Ayúdanos a cambiarle la cara a la DisCapacidad Mental :) #RostrosNuevos @Hdecristo,,
691,"6,31969105621463E+017",2015-08-13 23:22:30,0,2,RT @TrainingTotem: Ayúdanos a cambiarle la cara a la DisCapacidad Mental #RostrosNuevos ¡Entra aquí: http://t.co/712na44boz y comparte este…,,
692,"6,31966764516119E+017",2015-08-13 23:13:12,0,89,"RT @benjavicunamori: Ayúdanos a brindarle espacios a sus capacidades, únete a la #ColectaDigital de #RostrosNuevos aquí http://t.co/9l5fzXF…",,
693,"6,31965547136201E+017",2015-08-13 23:08:22,0,4,RT @Juanpadelahoz: Ayúdanos a cambiarle la cara a la DisCapacidad Mental :) #RostrosNuevos ¡Entra aquí: http://t.co/NbsC1VGKC2 … y comparte…,,
694,"6,31964824667357E+017",2015-08-13 23:05:30,0,5,Haz Click aquí: http://t.co/pwBgDnz4an y juntos le cambiamos la cara a la DisCapacidad Mental http://t.co/F3d3e9d4B8 #RostrosNuevos,,
695,"6,31964704718619E+017",2015-08-13 23:05:01,0,4,RT @_NicolasCruz: Mañana todos juntos apoyando  la campaña de @rostrosnuevos Gracias por su labor! La inclusión ante todo! @Hdecristo,,
696,"6,31964647399232E+017",2015-08-13 23:04:47,0,3,"RT @verfranco: Unámonos para una gran causa. Te invitamos a la #ColectaDigital de #RostrosNuevos, para ayudar miles de historias! http://t.…",,
697,"6,31964104186532E+017",2015-08-13 23:02:38,3,5,Ayúdanos a cambiarle la cara a la DisCapacidad Mental :) ¡Entra aquí: http://t.co/pwBgDnz4an y comparte este video! #RostrosNuevos,,
698,"6,3193898372393E+017",2015-08-13 21:22:49,2,3,Colecta digital muestra realidad de personas con discapacidad mental en pobreza http://t.co/3dBia9nE0F vía @24HorasTVN,,
699,"6,31919113925997E+017",2015-08-13 20:03:51,0,0,Fundación Rostros Nuevos apuesta por la solidaridad de osorninos en tradicional colecta http://t.co/UUvhCpUHDk vía @RadioSago,,
700,"6,31911011583427E+017",2015-08-13 19:31:40,0,2,"¡Vale la pena tomarse el tiempo de verlo! http://t.co/QNAHkzTVCl ""Invisibles: El invierno y la cruda realidad d las pers en situación calle""",,
701,"6,31886031277658E+017",2015-08-13 17:52:24,1,0,Ayúdanos a cambiarle la cara a la DisCapacidad Mental :) ¡Entra aquí: http://t.co/pwBgDnz4an y comparte este video! http://t.co/gwh8MWDqLL,,
702,"6,3183246853922E+017",2015-08-13 14:19:34,0,1,Invisibles: las sorprendentes historias de personas en situación de calle en Santiago http://t.co/EZR5izTlJk vía @T13,,
703,"6,31820585006432E+017",2015-08-13 13:32:20,0,10,"RT @consejocultura: Tres derechos de niños y niñas: Buen trato, respeto e inclusión #ElRespetoNosHaceGrandes http://t.co/rKsJfmhFh8 http://…",,
704,"6,31608824055599E+017",2015-08-12 23:30:53,0,1,Esta historia esta inconclusa/Entra aquí: http://t.co/pwBgDnz4an y ayúdanos a darle un final feliz :) #RostrosNuevos http://t.co/gwh8MWDqLL,,
705,"6,3158499808104E+017",2015-08-12 21:56:12,0,10,RT @tv_german: En Chile existen + de 220 mil personas con Discapacidad Mental. 92 mil de ellas viven en Pobreza http://t.co/aktFK0XZsd​ #Ro…,,
706,"6,31584871970939E+017",2015-08-12 21:55:42,0,5,RT @superarpobreza: La columna de @fpl9 en el #DiadelaJuventud en @el_dinamo » http://t.co/0MTcuuWnDE http://t.co/CSixUITVpn,,
707,"6,31557829728596E+017",2015-08-12 20:08:15,0,1,RT @xitorrescautivo: Con tu apoyo queremos cambiarle la cara a la DisCapacidad Mental. Comparte esta historia http://t.co/cbJhcLla0s  #Rost…,,
708,"6,31498219210408E+017",2015-08-12 16:11:22,0,32,RT @rostrosnuevos: ¡Únete a la #ColectaDigital de #RostrosNuevos y cambiemos miles de historias! Entra aquí: http://t.co/OAtRBATp7W http://…,,
709,"6,31495205351522E+017",2015-08-12 15:59:24,0,7,RT @ChileVoluntario: Charla @dsocial_gob sobre redes con @idealistas_org! @JuntoalBarrio @Hdecristo @CreArte_Chile @Teleton http://t.co/oXj…,,
710,"6,31427711647543E+017",2015-08-12 11:31:12,0,14,Sabías que Chile está dentro el 22% de los países del mundo que no han formulado una ley de Salud Mental? ¡apoya! http://t.co/wsFli1gEMQ,,
711,"6,31239227821421E+017",2015-08-11 23:02:14,1,0,Con tu apoyo queremos cambiarle la cara a la DisCapacidad Mental. Comparte esta historia http://t.co/wsFli1gEMQ  #RostrosNuevos,,
712,"6,31213260822442E+017",2015-08-11 21:19:03,3,3,"3 Historias, 1 Realidad ignorada por muchos. Ayúdanos a darle un final feliz Entra aquí: http://t.co/wsFli1gEMQ RT! http://t.co/Ckl75kkRfP",,
713,"6,31198610898743E+017",2015-08-11 20:20:50,0,15,RT @Karol_LuceroV: Conoce estas historias y ayúdanos a darle un final feliz http://t.co/fMIJTB4Ojd #RostrosNuevos RT! http://t.co/AbPotu9epX,,
714,"6,31124960778551E+017",2015-08-11 15:28:11,2,7,"""Sobrevivir en la calle no sólo es complejo en invierno"" http://t.co/j4e6eNEDe2 Cristián Ly nuestro Director ejecutivo Antofagasta",,
715,"6,31121636075434E+017",2015-08-11 15:14:58,0,8,RT @tv_monica: Viernes 14 colecta nacional En Chile +de 220mil personas con Discapacidad Mental/92mil pobres http://t.co/lwbaUBvQSm​ #Rostr…,,
716,"6,31121446039867E+017",2015-08-11 15:14:13,0,27,"RT @tv_mauricio: Con tu apoyo, @RostrosNuevos quiere cambiar la cara de la DisCapacidad Mental: http://t.co/6AIiEqdgGr #RostrosNuevos http:…",,
717,"6,31080275615855E+017",2015-08-11 12:30:37,0,1,RT @PauRodriguezA: OJO con esta campaña de @Hdecristo @rostrosnuevos Una vez más ayudando a cientos de #Chilenos a salir adelante http://t.…,,
718,"6,30811789035487E+017",2015-08-10 18:43:45,0,20,RT @KarendTV: Sabías que una depresión te podría generar una discapacidad? Conoce estas historias http://t.co/Zv46jyMiuj  #RostrosNuevos,,
719,"6,30799993356558E+017",2015-08-10 17:56:52,0,6,RT @edodelaiglesia: En Chile existen +de 220mil personas con Discapacidad Mental/92mil de ellas viven en Pobreza http://t.co/kB2QHvW4Gr​ #R…,,
720,"6,30757252262183E+017",2015-08-10 15:07:02,0,1,RT @sernam_rm: Junto a @SantoTomas_ST en entrega de resultados Estudio Violencia Género en Contextos de Pobreza junto a @Hdecristo http://t…,,
721,"6,30756317318283E+017",2015-08-10 15:03:19,0,4,RT @Hugovalencia: En Chile existen +de 220mil personas con Discapacidad Mental/92mil de ellas viven en Pobreza http://t.co/CzURoylgt5​ #Ros…,,
722,"6,30751999659799E+017",2015-08-10 14:46:10,0,9,RT @EAlbasetti: En Chile existen +de 220mil personas con Discapacidad Mental/92mil de ellas viven en Pobreza http://t.co/7YugbiUAnV​ #Rostr…,,
723,"6,3073467358974E+017",2015-08-10 13:37:19,0,6,RT @ana_josefa: En Chile existen +de 220mil personas con Discapacidad Mental/92mil de ellas viven en Pobreza http://t.co/VBUAXoPlZQ​ #Rostr…,,
724,"6,30559897541853E+017",2015-08-10 02:02:49,0,0,@Dany_bob_ envíanos tus datos por DM,,
725,"6,30439077763023E+017",2015-08-09 18:02:43,3,12,3Historias 1Realidad ignorada x muchos/Conoce estas historias y ayúdanos a darle 1 final feliz http://t.co/wsFli1gEMQ http://t.co/DjlMZog2hv,,
726,"6,3043373266362E+017",2015-08-09 17:41:29,0,32,RT @ElBoyaldia: Lluvia en #IQUIQUE: @hdecristo estará recibiendo ropa de abrigo para personas situación de calle en Amunátegui 1666. http:/…,,
727,"6,30409030117237E+017",2015-08-09 16:03:19,2,3,Hoy saludamos a todos nuestros niños de Jardines Infantiles y Salas Cunas @hdecristo del país ¡Feliz #DíadelNiño ! http://t.co/0TxBDMLtNY,,
728,"6,30407615516967E+017",2015-08-09 15:57:42,1,1,"@TurkiAntof Claro! no se puede forzar a nadie abandonar su lugar pero se les puede apoyar de otras maneras. Frazadas, ropa seca, alimentos",,
729,"6,30407137953452E+017",2015-08-09 15:55:48,0,6,RT @olimpopro: Corre para que otros tengan donde llegar http://t.co/j6wysymsTL @Hdecristo @Runchileweb http://t.co/EoUwBguqif,,
730,"6,30393809419919E+017",2015-08-09 15:02:50,1,1,Una promisoria carrera puede verse truncada por una enfermedad mental ¿Y si te pasara a ti? http://t.co/wsFli0Z3og http://t.co/Qwis630FMD,,
731,"6,30385840041108E+017",2015-08-09 14:31:10,1,3,En este Día del niño regálale bellos momentos en familia ¡Feliz Día del Niño! http://t.co/U0zU7oAaGb,,
732,"6,30222065019298E+017",2015-08-09 03:40:23,9,25,Comparte esta información: Fono Calle 800 104 777 http://t.co/kQgT27IqCf,,
733,"6,30200610734912E+017",2015-08-09 02:15:08,2,4,Este 14/agosto cambiemos juntos la realidad de las personas con DisCapacidad Mental Apoya aquí:http://t.co/wsFli1gEMQ http://t.co/MkrEOr3y4o,,
734,"6,30126991908409E+017",2015-08-08 21:22:36,0,3,RT @omlazo: Gracias @SJMChile y @Hdecristo. Lo pasamos bacán con los niños celebrando su día y la defensa de sus derechos. 👏🏼👏🏼👏🏼,,
735,"6,3008229778235E+017",2015-08-08 18:25:00,1,4,Sabías que en contexto de pobreza un problema de salud mental te puede cambiar la vida? Mira: http://t.co/wsFli0Z3og #RostrosNuevos,,
736,"6,29753324238164E+017",2015-08-07 20:37:47,0,3,RT @CPPCornejo: @jesuitaschile @TECHOChile @Hdecristo feliciades a tod@s l@s dirigentes sociales que todos los días trabajan por sus comuni…,,
737,"6,29680852461593E+017",2015-08-07 15:49:48,1,4,Arzobispo de Concepción llamó a los penquistas a ser más solidarios con los pobres http://t.co/jtEG6ZTIN7 @arzobiconce @MesSolidaridad,,
738,"6,29654474047549E+017",2015-08-07 14:04:59,0,6,"RT @FdoGarciaR: Acá, la plata q tú y tus conocidos donan a @Hdecristo. 110 niñ@s de Aysén que reciben Educación gratuita y de calidad http:…",,
739,"6,29646300829647E+017",2015-08-07 13:32:31,0,3,"RT @FdoGarciaR: La banda más antigua de @Carabdechile, la de Aysén, en el aniversario N°6 de jardín Creciendo Contentos de @Hdecristo http:…",,
740,"6,29467489169183E+017",2015-08-07 01:41:59,0,4,RT @Nicole_MarquezS: Harta presencia de voluntarios @Hdecristo en urgencias de Hospital entregando comida a personas!!! #bienBien,,
741,"6,29424508177355E+017",2015-08-06 22:51:11,1,13,Estos son los Albergues a Nivel Nacional: http://t.co/MPUyrIYkYb Ayuda a Pers en Situación Calle a acercarse al de su ciudad o comuna ,),
742,"6,29414794395828E+017",2015-08-06 22:12:35,9,20,Si ves una persona en situación calle acércate y ofrécele tu ayuda ¡En 1/2 de esta lluvia puedes hacer la diferencia! http://t.co/LXTJykM6bT,,
743,"6,29413828644733E+017",2015-08-06 22:08:45,1,0,@vaneborghi En este link: http://t.co/MEA7MXjoXF un mapa con los Albergues activos por el Plan de Invierno en Santiago RT!,,
744,"6,29374296981402E+017",2015-08-06 19:31:40,0,2,RT @Matiasyukich: Los clubes de running manifestando ayer el apoyo a la Corrida @bbvachile @Hdecristo . Excelente iniciativa @olimpopro htt…,,
745,"6,29373973596369E+017",2015-08-06 19:30:23,0,1,RT @diego0356: Conoce #12Fragmentos de una Historia #70AñosHC http://t.co/DaoummLrql vía @Hdecristo,,
746,"6,29305168832688E+017",2015-08-06 14:56:58,0,11,RT @americasolidari: Mes de la Solidaridad. http://t.co/5BQwKKRRSY,,
747,"6,29294466206147E+017",2015-08-06 14:14:27,0,1,El 27/Sept es la Corrida BBVA - @Hdecristo. Anoche + de 20 agrupaciones de Runners se juntaron para brindar su apoyo. http://t.co/NDpR1g5NUe,,
748,"6,29072008836448E+017",2015-08-05 23:30:29,0,109,"RT @rostrosnuevos: De un día para otro, a ti también te podría pasar. Ayúdanos! http://t.co/JdTxzXRMZd #RostrosNuevos #ColectaDigital http:…",,
749,"6,29037900181733E+017",2015-08-05 21:14:57,3,2,Están los que ven el vaso medio lleno y el vaso medio vacío. ¿Cómo lo ves tú? http://t.co/fbleuceBTK,,
750,"6,29032812428051E+017",2015-08-05 20:54:44,0,4,"RT @fparentesis: RT @Hdecristo: Postula tu trabajo periodístico al Premio: ""Pobre el que no cambia de mirada"" de @ComyPobreza http://t.co/V…",,
751,"6,28906508424716E+017",2015-08-05 12:32:50,1,6,Hago mi donación virtual para cambiar la cara de la D̶i̶s̶Capacidad. Únete a la #ColectaDigital de #RostrosNuevos en http://t.co/Y9eLT8A6Vq,,
752,"6,28904560812257E+017",2015-08-05 12:25:06,0,8,RT @RoadRunnersCL: Hoy estaremos participando en la cena de los clubes de running apoyando a la corrida @bbvachile @Hdecristo http://t.co/k…,,
753,"6,28660795052806E+017",2015-08-04 20:16:28,0,1,RT @SA_LaSegunda: “Farkas de los pobres” ofreció cena para más de 300 personas del @Hdecristo http://t.co/PSfk0PNu9u http://t.co/1zyXeDKdJN,,
754,"6,28617630849569E+017",2015-08-04 17:24:57,4,4,"Compartimos este hermoso Spot ""Reparando confianzas reconstruimos Chile"". #MesdelaSolidaridad http://t.co/LkuadcAmnQ @MesSolidaridad",,
755,"6,28614727363613E+017",2015-08-04 17:13:24,0,1,RT @radiosdechile_: Atención socios Archi: Súmense a la campaña voluntaria Rostros Nuevos de @Hdecristo http://t.co/cnh4XOtPcy,,
756,"6,28614019948106E+017",2015-08-04 17:10:36,0,19,"RT @marcoporchile: #Delincuencia,un elemento a considerar:según Hogar de Cristo hay 30 mil desertores escolares a esta hora.Habrían 2 coleg…",,
757,"6,28598135036736E+017",2015-08-04 16:07:28,0,0,"@Felipe_Bersot @runnersfv Hola, toda la info en la página: http://t.co/rZuoW3fJXF Saludos!",,
758,"6,28583182892462E+017",2015-08-04 15:08:03,0,2,RT @PauRodriguezA: Ojo runners! Se viene una gran ·#corrida que ademàs se la juega por una buena causa @Hdecristo  #Runing @bbva http://t.c…,,
759,"6,28317326375539E+017",2015-08-03 21:31:38,3,6,"Iniciamos el Mes de la #Solidaridad ""Reparando Confianzas Construimos Chile"" Conoce + aquí:  http://t.co/VXmT9kHquW http://t.co/aGrOaPFMmy",,
760,"6,28290740779663E+017",2015-08-03 19:46:00,0,3,RT @olimpopro: Este mièrcoles los Clubes de Corredores se reunen 1 año màs para apoyar a la Corrida Solidaria BBVA - Hogar de Cristo http:/…,,
761,"6,27990072286151E+017",2015-08-02 23:51:15,0,5,RT @JoankaVeliz: Inicio del Mes de la Solidaridad💕💪 @Maria_Ayuda @Hdecristo @fgotadeleche @DiarioOvalleHoy @luchojerez  @eldia_cl http://t.…,,
762,"6,27989936642368E+017",2015-08-02 23:50:43,3,3,Una noche de solidaridad y alegría vivieron nuestros acogidos gracias Juan Recabarren https://t.co/qxiiWakMq5,,
763,"6,27291795974697E+017",2015-08-01 01:36:33,0,3,RT @TECHOChile: Sminario medios d #comunicación y enfoq d derechos en Tarapacá @coninfanciacl​ @CNTVChile​ @superarpobreza @Hdecristo http:…,,
764,"6,27226278807126E+017",2015-07-31 21:16:12,0,6,"RT @ComyPobreza: +1000 trabajos han hecho la diferencia. Postula el tuyo a ""Pobre el que no cambia de mirada"" » http://t.co/hkhKWWV67W http…",,
765,"6,27186993366204E+017",2015-07-31 18:40:06,1,1,El Hogar está a lo largo del país &lt,3 http://t.co/wbDm3OgygS,
766,"6,27132652726944E+017",2015-07-31 15:04:10,0,0,Fundación Súmate y ProAndes se unen por la inclusión de jóvenes de Chile en la educación http://t.co/JZQdLGRCwG @Sumate_Fund,,
767,"6,27112775312101E+017",2015-07-31 13:45:11,1,0,@ValeriaLoveDanc puedes inscribirte en este link : http://t.co/PYQ3yeSd3F Saludos! :),,
768,"6,26922656487576E+017",2015-07-31 01:09:43,5,2,Más de 300 personas acogidas de las fundaciones Hogar de Cristo disfrutando gracias a Juan Recabarren y su ♥ generoso http://t.co/L7Oi67nnj1,,
769,"6,26918252321632E+017",2015-07-31 00:52:13,2,5,Un gimnasio repleto transformado en una gran mesa solidaria http://t.co/8bCIw1sREt,,
770,"6,26914969062351E+017",2015-07-31 00:39:10,6,5,Trabajadores y voluntarios atendiendo a nuestros acogidos en el cocimiento organizado por Don Juan Recabarren :) http://t.co/HNCsa4k0cI,,
771,"6,2689885340559E+017",2015-07-30 23:35:08,0,5,"RT @grandchester_: Estamos con don Juan Recabarren, el ""Farkas Pobre"", con los acogidos de Hogar de Cristo @Hdecristo http://t.co/bO7x5L7tkr",,
772,"6,26866895388606E+017",2015-07-30 21:28:09,0,3,RT @_NicolasCruz: Gracias a la colaboración de @Hdecristo @UnTecho @ensenachile @Teleton levantamos juntos el Capital social en Tarapaca @b…,,
773,"6,26837683424379E+017",2015-07-30 19:32:04,0,1,"""Esa situación es invisible e invivible"" Gabriel Boric en entrevista de Revista En Acción: http://t.co/GhZ8DTebHn http://t.co/IYP2qQy3Hi",,
774,"6,26824297059889E+017",2015-07-30 18:38:52,4,3,Una buena opción para pasar el frío del invierno es el calor humano. Acércate a quien lo necesita (: http://t.co/2Kwh8guUVR,,
775,"6,26750842578862E+017",2015-07-30 13:46:59,0,1,"RT @ComyPobreza: Discutimos sobre abordaje ético de la infancia. Nos representa Carola Salas, experta en infancia de @HdeCristo (2/2) http:…",,
776,"6,2650029465496E+017",2015-07-29 21:11:24,0,3,RT @BBVABancaRespCL: Abiertas las inscripciones para la IX Corrida Solidaria Grupo BBVA-Hogar de Cristo. Más información aquí: http://t.co/…,,
777,"6,26498527657595E+017",2015-07-29 21:04:23,13,22,Lo material es pasajero. Lo simple de la vida entrega una riqueza interior que te hace sentir millonario de alma :) http://t.co/R3lxkiepCL,,
778,"6,26466961116037E+017",2015-07-29 18:58:57,0,2,RT @Razon_en_Cristo: #CharlistaREC2015 Inscribe tus entradas aquí: http://t.co/VuL0m4f5cZ  + info: http://t.co/T4B7j9FGYo @Hdecristo http:/…,,
779,"6,26437955511562E+017",2015-07-29 17:03:41,1,2,El 27/Sep ¡Corre por quienes + lo necesitan! Inscríbete ahora en la 9 Corrida BBVA - Hogar de Cristo http://t.co/rZuoW3fJXF,,
780,"6,26399682818916E+017",2015-07-29 14:31:36,1,6,El recorrido nocturno del Hogar de Cristo y @guachacas en ayuda de personas en situación de calle http://t.co/djyOcZPP33,,
781,"6,26140228370219E+017",2015-07-28 21:20:38,1,5,"Seguimos con Campaña ""Un Calzoncillo Largo Pa´Chillito"" junto a @guachacas http://t.co/smDKqiXx84",,
782,"6,26137211835183E+017",2015-07-28 21:08:39,0,2,RT @CREASUAH: Buen entrevista a @gabrielboric en Revista del @Hdecristo http://t.co/TbfIbvpl4G,,
783,"6,26125523345875E+017",2015-07-28 20:22:12,0,7,RT @fparentesis: Gracias a todos los que hicieron posible la campaña #aquiestamos. La invitación es a seguir escuchando! http://t.co/E8Xifd…,,
784,"6,26084546937754E+017",2015-07-28 17:39:22,0,4,RT @RoadRunnersCL: Entre los inscritos a la Corrida @bbvachile @Hdecristo se sortearán 2 pasajes aéreos e inscrip. para participar en el Ma…,,
785,"6,2602270086416E+017",2015-07-28 13:33:37,0,15,"RT @vaneborghi: Gracias a ustedes x hacerme parte d esto,ojalá muchos se sumen y ayuden esta gran labor q día a día realizan c Amor https:/…",,
786,"6,26019288072196E+017",2015-07-28 13:20:03,4,3,Gracias @vaneborghi por el constante apoyo y ayudarnos a dar a conocer esta dura realidad de nuestro país! https://t.co/W7QZ0AGlcB,,
787,"6,25788493055328E+017",2015-07-27 22:02:57,1,1,Alegre Cena de Pan y Pebre reúne a 400 personas en situación de calle. http://t.co/qGYqd1L2Dv,,
788,"6,25765437851214E+017",2015-07-27 20:31:21,0,4,Preocupaciones y esperanzas revela la nueva medición de pobreza en Chile. Reportaje Pág 6 http://t.co/CDTVR8hJUG http://t.co/LO42YzG50u,,
789,"6,25759803546149E+017",2015-07-27 20:08:57,0,1,RT @colombaboero: @Hdecristo @edgardomatinal feliz de haber colaborado y haber formado parte de esa linda fiesta. Saludos!,,
790,"6,25758369534607E+017",2015-07-27 20:03:15,1,1,Una maravillosa Cena Pan y Pebre para pers en situación de calle se realizó en #Concepción. Gracias @edgardomatinal @colombaboero x el apoyo,,
791,"6,25727087412937E+017",2015-07-27 17:58:57,0,5,"RT @ServicioPais: Este 30/07 los esperamos en #Iquique en el seminario ""Medios de Comunicación y Enfoque de Derechos"" ¡Todos invitados! htt…",,
792,"6,25715045050225E+017",2015-07-27 17:11:06,0,1,El pasado jueves 23 se realizó una entretenida Cena Pan y Pebre para más de 400 personas en situación calle de Conce http://t.co/hZJaoYA9S1,,
793,"6,2567255273678E+017",2015-07-27 14:22:15,2,2,Alianza Comunicación y Pobreza celebró 10 años de historia y se presentó la memoria “10 años cambiando la mirada” http://t.co/2qOiM6gPTe,,
794,"6,24580296575427E+017",2015-07-24 14:02:01,2,5,"Con un simple gesto, puedes hacer mucho por otro. Completa la oración http://t.co/3oMoqwHreO",,
795,"6,24334670092718E+017",2015-07-23 21:45:59,6,4,"Dicen que el conductor de esta camioneta también era el copiloto de muchas personas, hasta el día de hoy... http://t.co/J53sRkeQ9z",,
796,"6,24255697845383E+017",2015-07-23 16:32:11,0,3,RT @CPPCornejo: @Hdecristo preparando nuestra cena pan y pebre para 400 hermanos en Situación de Calle en Bio Bio. Aqui estamos http://t.co…,,
797,"6,24255550650495E+017",2015-07-23 16:31:36,0,1,RT @RoadRunnersCL: El 27/9 correremos por 3er año en la Corrida @bbvachile @Hdecristo Inscripciones en http://t.co/EZrcw2RvKr http://t.co/A…,,
798,"6,23970386603078E+017",2015-07-22 21:38:27,0,1,RT @BBVABancaRespCL: Corre por los que más lo necesitan. Inscríbete en la IX Corrida Solidaria Grupo BBVA-Hogar de Cristo. Más info aquí: h…,,
799,"6,23966892986909E+017",2015-07-22 21:24:34,0,2,"RT @pattysilva8: AL AIRE con: Verónica Monroy, Directora Social @Hdecristo por Campaña ""Un calzoncillo largo pa' Chilito"". http://t.co/FI7k…",,
800,"6,23966791434375E+017",2015-07-22 21:24:10,2,1,¡Gracias por ayudarnos a que Chile no deje de Sonreír! Revisa aquí los resultados de nuestra Campaña de Socios 2015 http://t.co/DRjHELSCTl,,
801,"6,23935707401331E+017",2015-07-22 19:20:39,0,0,@rafael_levin por eso es importante el apoyo de todos para seguir creciendo y dando a conocer nuestra labor :),,
802,"6,23896611534586E+017",2015-07-22 16:45:18,4,2,"Seguidores del Hogar, están todos invitados a acompañarnos en nuestro Instagram @HogardeCristoCL http://t.co/sL4eDLRnoL",,
803,"6,23608238920106E+017",2015-07-21 21:39:24,2,7,"Un día como hoy nació el recordado actor Robin Williams, quien le dio vida a ""Patch Adams"" http://t.co/OZXOfwCkTP",,
804,"6,23588522260308E+017",2015-07-21 20:21:04,0,7,RT @Razon_en_Cristo: Estos son otros de los charlistas que estarán presentes en 🔴Rec 2015. No dejes de visitar http://t.co/T4B7j9FGYo 👌 htt…,,
805,"6,23478664219525E+017",2015-07-21 13:04:31,0,1,"Alianza Comunicación y Pobreza ""10 años Cambiando la Mirada"" Revisa su memoria interactiva aquí: http://t.co/DD7qfmPyBx",,
806,"6,23243900824736E+017",2015-07-20 21:31:39,0,2,¿Te gusta correr? Inscríbete en la 9 Corrida BBVA y Hogar de Cristo y ¡Corre por los que más lo necesitan! http://t.co/rZuoW3fJXF,,
807,"6,23233899469099E+017",2015-07-20 20:51:55,0,11,RT @Razon_en_Cristo: LO ÚLTIMO! Estos son los expositores confirmados que tenemos para REC Santiago 2015 #Quedan23díasparaREC2015 http://t.…,,
808,"6,23214153516323E+017",2015-07-20 19:33:27,0,2,Comencemos la semana con una máxima sonrisa :D http://t.co/LEu4Yaqgdz,,
809,"6,23209287775592E+017",2015-07-20 19:14:07,0,2,RT @RoadRunnersCL: Ya se encuentran abiertas las inscripciones para la Corrida @bbvachile @Hdecristo . http://t.co/4h50hEIdDr http://t.co/s…,,
810,"6,23203862112039E+017",2015-07-20 18:52:33,2,4,Vivir en la calle: La triste y cruda realidad de los olvidados http://t.co/uCCBwfEeWk http://t.co/4rQ5eg2VXz,,
